21.533203,-42.78614
43.066406,-33.831833
64.599609,-29.196831
86.132813,-27.3627
107.666016,-26.78159
129.199219,-26.930092
150.732422,-28.234013
172.265625,-29.377274
193.798828,-29.642309
215.332031,-30.297417
236.865234,-31.143068
258.398438,-32.200729
279.931641,-32.919807
301.464844,-33.74115
322.998047,-35.059326
344.53125,-36.416618
366.064453,-37.089447
387.597656,-37.660671
409.130859,-39.299835
430.664063,-39.787708
452.197266,-39.734913
473.730469,-40.111191
495.263672,-40.436977
516.796875,-40.801678
538.330078,-41.143856
559.863281,-42.095547
581.396484,-43.545036
602.929688,-44.481129
624.462891,-44.150856
645.996094,-43.437042
667.529297,-43.218338
689.0625,-43.155533
710.595703,-43.401543
732.128906,-43.68005
753.662109,-44.463749
775.195313,-44.947235
796.728516,-45.136181
818.261719,-45.796143
839.794922,-46.791885
861.328125,-47.063782
882.861328,-46.77298
904.394531,-46.569736
925.927734,-46.638416
947.460938,-46.429462
968.994141,-45.891308
990.527344,-45.172543
1012.060547,-44.594746
1033.59375,-44.117828
1055.126953,-43.829815
1076.660156,-43.690166
1098.193359,-44.198357
1119.726563,-45.009911
1141.259766,-44.845432
1162.792969,-44.193443
1184.326172,-43.95903
1205.859375,-44.216114
1227.392578,-44.593773
1248.925781,-44.966351
1270.458984,-44.967663
1291.992188,-44.688686
1313.525391,-44.382309
1335.058594,-44.094826
1356.591797,-43.980778
1378.125,-44.113712
1399.658203,-44.427094
1421.191406,-44.859768
1442.724609,-44.923691
1464.257813,-44.443722
1485.791016,-43.787567
1507.324219,-43.369022
1528.857422,-43.142979
1550.390625,-43.004066
1571.923828,-42.781807
1593.457031,-42.637253
1614.990234,-42.437695
1636.523438,-42.031021
1658.056641,-41.831646
1679.589844,-41.452194
1701.123047,-40.759544
1722.65625,-40.289341
1744.189453,-40.311287
1765.722656,-40.363972
1787.255859,-40.626026
1808.789063,-41.021492
1830.322266,-41.439987
1851.855469,-41.559074
1873.388672,-41.440334
1894.921875,-41.277508
1916.455078,-41.024231
1937.988281,-40.784767
1959.521484,-40.7393
1981.054688,-40.804192
2002.587891,-41.007488
2024.121094,-41.227337
2045.654297,-41.461437
2067.1875,-41.743698
2088.720703,-41.915497
2110.253906,-42.060986
2131.787109,-42.276844
2153.320313,-42.592434
2174.853516,-43.567448
2196.386719,-46.489391
2217.919922,-52.413227
2239.453125,-55.209145
2260.986328,-50.317104
2282.519531,-49.208576
2304.052734,-51.937931
2325.585938,-58.404392
2347.119141,-52.456562
2368.652344,-48.24231
2390.185547,-48.110512
2411.71875,-51.977066
2433.251953,-59.428913
2454.785156,-52.328648
2476.318359,-48.951008
2497.851563,-49.617771
2519.384766,-54.198017
2540.917969,-63.434879
2562.451172,-55.901524
2583.984375,-51.511909
2605.517578,-51.675045
2627.050781,-55.940178
2648.583984,-66.089302
2670.117188,-59.809639
2691.650391,-53.507011
2713.183594,-52.187897
2734.716797,-54.752163
2756.25,-62.013073
2777.783203,-64.870049
2799.316406,-54.991001
2820.849609,-50.599598
2842.382813,-50.048965
2863.916016,-53.648739
2885.449219,-61.89257
2906.982422,-57.675003
2928.515625,-49.59129
2950.048828,-46.09766
2971.582031,-46.646835
2993.115234,-51.479153
3014.648438,-60.811035
3036.181641,-61.382538
3057.714844,-52.447235
3079.248047,-48.569099
3100.78125,-48.629902
3122.314453,-52.983566
3143.847656,-62.598583
3165.380859,-63.103565
3186.914063,-52.367302
3208.447266,-47.036537
3229.980469,-46.122463
3251.513672,-49.317696
3273.046875,-57.866512
3294.580078,-62.095619
3316.113281,-56.547379
3337.646484,-48.256134
3359.179688,-44.54789
3380.712891,-44.706203
3402.246094,-48.983112
3423.779297,-58.027687
3445.3125,-58.692287
3466.845703,-54.582512
3488.378906,-46.654011
3509.912109,-43.201511
3531.445313,-43.566704
3552.978516,-47.845997
3574.511719,-56.532051
3596.044922,-58.093472
3617.578125,-57.771908
3639.111328,-49.565502
3660.644531,-45.005489
3682.177734,-44.343689
3703.710938,-47.447277
3725.244141,-54.824249
3746.777344,-59.583454
3768.310547,-60.709248
3789.84375,-56.020927
3811.376953,-49.153568
3832.910156,-46.558933
3854.443359,-47.691517
3875.976563,-52.94688
3897.509766,-62.033287
3919.042969,-63.884598
3940.576172,-66.217186
3962.109375,-57.723759
3983.642578,-50.62706
4005.175781,-47.95792
4026.708984,-49.033829
4048.242188,-54.120434
4069.775391,-61.293495
4091.308594,-64.505463
4112.841797,-67.330795
4134.375,-60.578701
4155.908203,-53.478428
4177.441406,-50.106014
4198.974609,-50.422855
4220.507813,-54.44146
4242.041016,-61.377327
4263.574219,-63.018017
4285.107422,-62.748348
4306.640625,-61.447544
4328.173828,-54.177883
4349.707031,-48.435238
4371.240234,-46.332546
4392.773438,-47.813122
4414.306641,-53.136513
4435.839844,-59.740997
4457.373047,-61.000751
4478.90625,-60.446056
4500.439453,-58.230274
4521.972656,-52.491165
4543.505859,-47.156662
4565.039063,-45.161213
4586.572266,-46.591423
4608.105469,-51.759758
4629.638672,-58.133675
4651.171875,-58.988117
4672.705078,-58.900192
4694.238281,-57.038158
4715.771484,-52.993324
4737.304688,-47.281925
4758.837891,-44.600513
4780.371094,-45.185337
4801.904297,-48.934597
4823.4375,-55.068005
4844.970703,-57.124954
4866.503906,-57.916893
4888.037109,-57.509701
4909.570313,-56.726078
4931.103516,-52.10844
4952.636719,-46.138039
4974.169922,-43.500317
4995.703125,-44.195259
5017.236328,-48.100918
5038.769531,-54.142807
5060.302734,-57.068707
5081.835938,-58.443829
5103.369141,-58.624947
5124.902344,-57.602921
5146.435547,-54.096489
5167.96875,-48.33802
5189.501953,-45.006329
5211.035156,-44.87809
5232.568359,-47.855942
5254.101563,-53.414536
5275.634766,-57.749798
5297.167969,-60.028873
5318.701172,-61.567997
5340.234375,-61.016197
5361.767578,-59.139244
5383.300781,-54.505878
5404.833984,-49.23917
5426.367188,-46.768147
5447.900391,-47.497299
5469.433594,-51.655758
5490.966797,-58.650616
5512.5,-61.658276
5534.033203,-61.424698
5555.566406,-61.045952
5577.099609,-61.705173
5598.632813,-61.628258
5620.166016,-57.485313
5641.699219,-50.823738
5663.232422,-47.232414
5684.765625,-46.950974
5706.298828,-49.818562
5727.832031,-54.867046
5749.365234,-58.023815
5770.898438,-59.310169
5792.431641,-59.905716
5813.964844,-60.164898
5835.498047,-59.116253
5857.03125,-56.827534
5878.564453,-51.730766
5900.097656,-46.938339
5921.630859,-44.8904
5943.164063,-45.490932
5964.697266,-48.997147
5986.230469,-54.289085
6007.763672,-56.738728
6029.296875,-57.629555
6050.830078,-57.384125
6072.363281,-57.542599
6093.896484,-57.529228
6115.429688,-56.577816
6136.962891,-52.527191
6158.496094,-47.542297
6180.029297,-44.901459
6201.5625,-44.879581
6223.095703,-47.70837
6244.628906,-52.478943
6266.162109,-56.236389
6287.695313,-58.689533
6309.228516,-59.360981
6330.761719,-58.6437
6352.294922,-57.458477
6373.828125,-55.922356
6395.361328,-53.985962
6416.894531,-50.103424
6438.427734,-45.878059
6459.960938,-43.793926
6481.494141,-44.755318
6503.027344,-48.450863
